number;name;address;latitude;longitude;idstation;ville
80.0;ST JAMES HOSPITAL (LUAS);St James Hospital (Luas);53.341359;-6.292951;249;dublin
41.0;HARCOURT TERRACE;Harcourt Terrace;53.3324162;-6.2578697;250;dublin
3.0;BOLTON STREET;Bolton Street;53.351182;-6.269859;251;dublin
40.0;JERVIS STREET;Jervis Street;53.3483;-6.266651;252;dublin
29.0;ORMOND QUAY UPPER;Ormond Quay Upper;53.3461075;-6.2683448;253;dublin
70.0;BARROW STREET;Barrow Street;53.338311;-6.236779;254;dublin
103.0;GRANGEGORMAN LOWER (SOUTH);Grangegorman Lower (South);53.354663;-6.278681;255;dublin
28.0;MOUNTJOY SQUARE WEST;Mountjoy Square West;53.356299;-6.258586;256;dublin
39.0;WILTON TERRACE;Wilton Terrace;53.332383;-6.252717;257;dublin
83.0;EMMET ROAD;Emmet Road;53.340714;-6.308191;258;dublin
92.0;HEUSTON BRIDGE (NORTH);Heuston Bridge (North);53.347802;-6.292432;259;dublin
21.0;LEINSTER STREET SOUTH;Leinster Street South;53.3421448;-6.2541845;260;dublin
88.0;BLACKHALL PLACE;Blackhall Place;53.3488;-6.281637;261;dublin
55.0;00055 - ST-SERNIN - GATIEN-ARNOULT;2 RUE GATIEN ARNOULT;43.609022;1.441105;262;toulouse
385.0;00385 - VITARELLES - FRONDE;21, chemin de la Fronde;43.587323;1.39462;263;toulouse
195.0;00195 - RIEUX - CHANT DU MERLE;FACE 15 RUE PIERRE LAROUSSE;43.597355;1.459063;264;toulouse
29.0;00029 - VALADE;31 RUE VALADE;43.605031;1.437386;265;toulouse
400.0;00400 - ST-MARTIN-DU-TOUCH  GARE;4, rue Marie Louise Dissard (sur la contre allée face au parking de la halte);43.600614;1.372218;266;toulouse
5005.0;05005 - TOLOSANE - DE FRANCE;Face 1, rue de France - Ramonville;43.543115;1.477417;267;toulouse
280.0;00280 - CHARBONNIÈRE - PALMIERS;RUE DE LA CHARBONNIERE ENTRE IMP AMPERE ET RUE DES PALMIERS;43.573732;1.448768;268;toulouse
156.0;00156 - EMPALOT - MÉTRO;38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES;43.579666;1.44184;269;toulouse
242.0;00242 - PADER - FRONTON;8 RUE HILAIRE PADER;43.63639;1.433072;270;toulouse
373.0;00373 - REYNERIE - LIZOP;;43.566932;1.400526;271;toulouse
224.0;00224 - BELIN - SUPAERO;10 AV EDOUARD BELIN FACE CHATEAU D'EAU CREPS RD-PT JEAN LAGASSE;43.56644;1.475301;272;toulouse
2006.0;02006 - AÉROPORT TRAMWAY;Terminus tramway aéroport - Blagnac;43.632018;1.375287;273;toulouse
339.0;00339 -  GLOIRE - SAVIGNAC;57, rue Labat de Savignac, 40m après angle rue de la Gloire;43.605899;1.463601;274;toulouse
229.0;00229 - AV. DE RANGUEIL - PELUDE;129 AV DE RANGUEIL;43.57141;1.462732;275;toulouse
154.0;00154 - HÔTEL DE REGION;50 M AVANT 4 RUE DES GALLOIS;43.589928;1.441706;276;toulouse
96.0;00096 - MÉDIATHÈQUE JOSÉ CABANIS;50 RUE DU GENERAL COMPANS;43.609757;1.455212;277;toulouse
65.0;00065 - VERDIER - GRAND ROND;2 ALL FORAIN FRANCOIS VERDIER;43.596904;1.452596;278;toulouse
22.0;00022 - CARNOT - ROLAND;24 BD LAZARE CARNOT;43.602914;1.451719;279;toulouse
236.0;00236 - TOEC - LEMIRE;RUE DE L'ABBE JULES LEMIRE ANGLE VOIE DU TOEC;43.597322;1.403694;280;toulouse
315.0;00315 - FRONTON - LAPIN;269, Avenue de Fronton;43.651176;1.432557;281;toulouse
111.0;00111 - BD DES MINIMES - PASSERELLE;38B BD DES MINIMES;43.615273;1.442937;282;toulouse
152.0;00152 - THÉÂTRE DES MAZADES;10 AV DES MAZADES;43.624114;1.438463;283;toulouse
243.0;00243 - ÉTATS-UNIS - FERRY;FACE 97 AV DES ETATS-UNIS ANGLE JULES FERRY;43.632734;1.431732;284;toulouse
384.0;00384 - GUILHERMY - LAS BRUGUES;;43.567628;1.371151;285;toulouse
334.0;00334  - GLOIRE - ST-BERTRAND;1, rue Saint-Bertrand;43.605557;1.458483;286;toulouse
174.0;00174 - BOURGÈS-MAUNOURY - MÉLAT;41 AV MAURICE BOURGES MAUNOURY;43.63694;1.452615;287;toulouse
298.0;00298 - RTE DE SEYSSES - C. DE VIÇOSE;Route de Seysses - C. de Viçose;43.57179;1.418239;288;toulouse
276.0;00276 - MARIN - REBOUL;FACE 1 CHEMIN DU MARIN;43.581463;1.379769;289;toulouse
77.0;00077 - ST-CYPRIEN - MÉTRO VIÉ;2 PL INTERIEURE SAINT-CYPRIEN;43.59778;1.431619;290;toulouse
137.0;00137 - BRUNHES - FONTAINES;68 BD JEAN BRUNHES FACE AU 53;43.600473;1.420165;291;toulouse
295.0;00295 - PLACE GUY HERSANT;Place Guy Hersant, angle rue Alfred Rambaud;43.577461;1.442964;292;toulouse
348.0;00348 - REVEL - LABÈGE;, Rond-point route de Revel / route de Labège face Jardiland et Midas,;43.570862;1.49832;293;toulouse
3002.0;03002 - DOUMERGUE - DAUDET;Face 142, rue Gaston Doumergue - Tournefeuille;43.586113;1.352169;294;toulouse
144.0;00144 - SUISSE - LAUSANNE;62 BD DE SUISSE;43.615988;1.42163;295;toulouse
5001.0;05001 - MÉTRO RAMONVILLE;Avenue Flora Tristan - Métro Ramonville;43.55563;1.476132;296;toulouse
40.0;00040 - COLOMBETTE - MAURY;41 RUE DE LA COLOMBETTE;43.604565;1.453659;297;toulouse
25.0;00025 - PLACE ROUAIX;1 RUE DES TOURNEURS;43.599525;1.445544;298;toulouse
74.0;00074 - LAGANNE - TEINTURIERS;37 RUE LAGANNE;43.596667;1.436229;299;toulouse
371.0;00371 - REYNERIE - LONDRES;9, rue de Londres;43.569148;1.408256;300;toulouse
71.0;00071 - FER À CHEVAL - COURS DILLON;3 RUE LAGANNE;43.593227;1.435062;301;toulouse
105.0;00105 - BILLIÈRES - CHAMPÊTRE;12  AV  ETIENNE  BILLIERES;43.597539;1.428891;302;toulouse
329.0;00329 - ATLANTA - CAUNES;Face dépot Tisséo sur avenue Atlanta;43.64046;1.469314;303;toulouse
64.0;00064 - PÉRI - MERCADIER;30 RUE GABRIEL PERI;43.606208;1.455005;304;toulouse
3.0;00003 - ALSACE-LORRAINE - POMME;62 RUE DE LA POMME;43.603302;1.445454;305;toulouse
93.0;00093 - BD MATABIAU - INGRES;57 RUE DU PRINTEMPS;43.614574;1.443571;306;toulouse
139.0;00139 - BARRIERE DE LOMBEZ;39 BIS AV DE LOMBEZ;43.595503;1.418503;307;toulouse
81.0;00081 - JARDIN RAYMOND VI;ALLEE CHARLES DE FITTE / FACE JARDIN RAYMOND VI;43.599797;1.429521;308;toulouse
60.0;00060 - PLACE ROQUELAINE;32 PL ROQUELAINE;43.612615;1.448286;309;toulouse
36.0;00036 - PLACE ROBERT SCHUMAN;5 PL ROBERT SCHUMAN;43.609622;1.449431;310;toulouse
227.0;00227 - UNIV. PAUL SABATIER MÉTRO;118  RTE DE NARBONNE;43.561074;1.462928;311;toulouse
248.0;00248 - ROSTAND - BOUQUETINS;RUE DES BOUQUETINS ANGLE RUE EDMOND ROSTAND;43.641013;1.448524;312;toulouse
53.0;00053 - PLACE SAINT-JULIEN;PLACE SAINT JULIEN;43.608639;1.436965;313;toulouse
343.0;00343 - CHAUBET - CHIRAC;;43.604681;1.474453;314;toulouse
379.0;00379 - MAFFRE - BASSO CAMBO;Rue Robert Maffre, face 123, chemin de Basso Cambo;43.561453;1.384967;315;toulouse
187.0;00187 - DESBALS - FIEUX;187 RUE HENRI DESBALS;43.58456;1.415683;316;toulouse
87.0;00087 - LASCROSSES - LECLERC;47 BD LASCROSSES;43.609277;1.432157;317;toulouse
358.0;00358 - SALADE PONSAN - CÔTEAUX;2, rue Thomas Edison;43.567744;1.451907;318;toulouse
346.0;00346 - CITÉ DE L'ESPACE;Parking Cité de l’Espace le long de l’avenue Jean Gonord;43.586894;1.492386;319;toulouse
305.0;00305 - ZÉNITH TRAMWAY;Face 151, avenue de Grande-Bretagne / Massonié;43.601356;1.411617;320;toulouse
225.0;00225 - BELIN - ONERA;4 AV EDOUARD BELIN DEVANT ONERA FACE AU CREPS;43.570117;1.473463;321;toulouse
397.0;00397 - NÉGO SAOUMOS - ZIEGLER;50m avant 5, rue Négo Saoumos;43.605637;1.364053;322;toulouse
381.0;00381 - LIFFARD - RÈGUELONGUE;Liffard - Règuelongue;43.55978;1.37828;323;toulouse
121.0;00121 - SERRES - ARNAUD BERNARD;33 AV HONORE SERRES;43.612627;1.438268;324;toulouse
84.0;00084 - BRIENNE - MANUFACTURE;19T ALL DE BRIENNE;43.605381;1.432485;325;toulouse
208.0;00208 - BAROUX - LIMAYRAC;Avenue Lucien Baroux, face parking Place Auguste Albert;43.591603;1.479018;326;toulouse
131.0;00131 - RTE DE BLAGNAC - BERNIES;15 RUE PAUL BERNIES;43.611584;1.414669;327;toulouse
3004.0;03004 - MONTEL - DOUMERGUE;17 Bd. Eugène Montel - Tournefeuille;43.585029;1.342821;328;toulouse
368.0;00368 - RTE DE SEYSSES - BELLEFONTAINE;Face 10, allée Bellefontaine;43.562792;1.406829;329;toulouse
239.0;00239 - LESPINET - HERBETTES;ANGLE AVENUE DE LESPINET ET RUE GEORGES BIDAULT;43.576637;1.470245;330;toulouse
1.0;00001 - POIDS DE L'HUILE;12 RUE DU POIDS DE L'HUILE;43.60419;1.445475;331;toulouse
37.0;00037 - STE-LUCIE - ARCS ST-CYPRIEN;53 RUE SAINTE-LUCIE;43.593516;1.430039;332;toulouse
7.0;00007 - PLACE VICTOR HUGO;6 RUE DU REMPART VILLENEUVE;43.605777;1.446507;333;toulouse
259.0;00259 - PLACE PAUL RICHÉ;PL PAUL RICHE A COTE 231 AV DE FRONTON;43.647504;1.43286;334;toulouse
367.0;00367 - PARC DE GIRONIS;Parking salle des fêtes de Lafourguette;43.564067;1.413739;335;toulouse
304.0;00304 - CARTOUCHERIE TRAMWAY;Place de la Charte des Libertes (le long du tram);43.602797;1.408133;336;toulouse
297.0;00297 - AV. DE MURET - DUBOUL;3, rue Axel Duboul - Carrefour avenue de Muret;43.57981;1.4237;337;toulouse
234.0;00234 - RAYNAL - LOUIN;50M APRES 4 RUE PIERRETTE LOUIN;43.628145;1.451413;338;toulouse
192.0;00192 - ST-SIMON - PRADO;355 ROUTE DE SAINT-SIMON;43.587845;1.409785;339;toulouse
48.0;00048 - PLACE DU SALIN;18 PL DU SALIN;43.594461;1.443822;340;toulouse
175.0;00175 - BORDEROUGE - MÉTRO;FACE 52 AV BOURGES MAUNOURY;43.639633;1.452569;341;toulouse
266.0;00266 - TOURAINE - AUVERGNE;38 RUE DE LA TOURAINE;43.573708;1.41394;342;toulouse
386.0;00386 - BORDEBLANCHE - BROUSSIN;16, chemin de Bordeblanche;43.582717;1.386115;343;toulouse
166.0;00166 - RANGUEIL  MÉTRO;23 RUE GUYOU;43.57421;1.462367;344;toulouse
135.0;00135 - BONNEFOY - LEMAÎTRE;179 RUE DU FAUBOURG BONNEFOY;43.622963;1.458647;345;toulouse
79.0;00079 - VIGUERIE -  LANGE;1 PL LANGE;43.601016;1.434129;346;toulouse
210.0;00210 - TERRASSE - MONT VENTOUX;FACE 42 CHE DE LA TERRASSE;43.586086;1.482942;347;toulouse
75.0;00075 - CHÂTEAU D'EAU;12 PLACE LAGANNE;43.59859;1.436594;348;toulouse
5004.0;05004 - MÉDIATHÈQUE;Face 9, allée Georges Pompidou - Ramonville;43.548859;1.477414;349;toulouse
1031.0;1031 - BORNE CGB ATELIER;16 rue Brouardel;43.6159088;1.0001755;350;toulouse
115.0;00115 - DUMERIL - SAINT JOSEPH;FACE 104 RUE ALFRED DUMERIL;43.591224;1.452159;351;toulouse
221.0;00221 - AV. DE REYNERIE - VAUQUELIN;FACE 85 RUE VAUQUELIN;43.576221;1.406355;352;toulouse
294.0;00294 - ILE DU RAMIER - PASSERELLE CONTI;ILE DU RAMIER - PASSERELLE CONTI;43.580259;1.434156;353;toulouse
128.0;00128 - ST-MICHEL - CASTELET;18 B GRANDE RUE ST MICHEL;43.58585;1.447374;354;toulouse
375.0;00375 - LESTAND - PERGAUD;32, chemin de Lestang – passage Louis Pergaud;43.564715;1.395886;355;toulouse
67.0;00067 - GUESDE - OZENNE;35 ALL JULES GUESDE;43.594812;1.449176;356;toulouse
1002.0;01002 - FRONTON - ALLENDE;Avenue Salvador Allende – parking face restaurant « la côte et l’arête » - Aucamville;43.661581;1.43105;357;toulouse
188.0;00188 - AV. DE MURET - LAFAGE;121 AVENUE DE MURET;43.584339;1.427597;358;toulouse
118.0;00118 - PLACE DU BUSCA;PLACE DU BUSCA / FACE ECOLE JEAN JAURES;43.588588;1.451003;359;toulouse
354.0;00354 - DAURAT - CORNEMONT;2, rue René Cornemont - Face rond-point Henri Erable;43.56481;1.488996;360;toulouse
178.0;00178 - BRUNAUD - PLANA;FACE 100 AV YVES BRUNAUD;43.619291;1.468681;361;toulouse
341.0;00341 - SOUPETARD - GENÊTS;42, rue Soupetard;43.610183;1.472401;362;toulouse
41.0;00041 - RIQUET - CAMICHEL;1 RUE CHARLES CAMICHEL;43.602708;1.454367;363;toulouse
90.0;00090 - LASCROSSES - ARNAUD BERNARD;3B BD LASCROSSES;43.611271;1.438093;364;toulouse
68.0;00068 - PALAIS DE JUSTICE  MÉTRO;1 BIS ALLEE JULES GUESDE;43.592782;1.444726;365;toulouse
147.0;00147 - CHAUSSAS - DAUDET;96 RUE DE CHAUSSAS;43.619704;1.429176;366;toulouse
1001.0;01001 - AUCAMVILLE MAIRIE;101, Route de fronton - Aucamville;43.667507;1.429317;367;toulouse
406.0;00406 - LARDENNE - MAXWELL;Face 343, avenue de Lardenne et du groupe scolaire Emilie Chatelet;43.590272;1.367674;368;toulouse
109.0;00109 - HÔTEL DE DÉPARTEMENT;1 BD DE LA MARQUETTE;43.615275;1.434944;369;toulouse
2007.0;02007 - BLAGNAC MAIRIE;Place Jean-Louis Puig, face mairie - Blagnac;43.634559;1.397157;370;toulouse
153.0;00153 - PLACE ANTONIN FROIDURE;12 AV BOURGES MAUNOURY;43.628672;1.448469;371;toulouse
390.0;00390 - CAPELLES - ECOLE VÉTÉRINAIRE;;43.601523;1.384712;372;toulouse
262.0;00262 - ARTHAUD - NETWILLER;RON?D-POINT NETWILLER - BORDEROUGE;43.643358;1.455501;373;toulouse
399.0;00399 - CH. DE TOURNEFEUILLE - BOURIETTE;Parking, 212 chemin de Tournefeuille;43.605078;1.376499;374;toulouse
197.0;00197 - PUJOL - PÉRIGNON;6 AV LOUIS BLERIOT;43.600361;1.464039;375;toulouse
336.0;00336 - COLONNE - SALONIQUE;Face 90, avenue de la Colonne, 30 m après angle rue de Caillibens;43.610556;1.464953;376;toulouse
388.0;00388 - LARDENNE - CALQUET;Face au 145, avenue de Lardenne / Chemin de Calquet;43.5937364;1.3911254;377;toulouse
23.0;00023 - CARNOT - IDRAC;6 BD LAZARE CARNOT;43.601372;1.452038;378;toulouse
273.0;00273 - ST-SIMON - PASSERIEU;RD PT LOUIS IZAR / ANGLE AV LOUIS ARISTE PASSERIEU;43.579135;1.392596;379;toulouse
396.0;00396 - FOURNIER - JARDINERIE;Rue Alain Fournier;43.606486;1.36915;380;toulouse
410.0;00410 - PLACE MARCEL BOUILLOUX;Place Marcel Bouilloux - Lafont 1 avenue de l’aérodrome de Montaudran Toulouse;43.572097;1.478675;381;toulouse
183.0;00183 - RUE DE CUGNAUX - GRAVETTE;RUE DE CUGNAUX;43.593147;1.424313;382;toulouse
376.0;00376 - EISENHOWER - LESTANG;Avenue du général Eisenhower, face au collège Saint Simon;43.5599624;1.3944267;383;toulouse
338.0;00338 - GUILLAUMET - CEAT;Face 24, avenue Henri Guillaumet (nouveau quartier);43.61445;1.469636;384;toulouse
126.0;00126 - BONNEFOY - ARAGO;18 RUE BONNEFOY;43.616939;1.454243;385;toulouse
255.0;00255 - SELLIER - MOUETTES;2 RUE DES MOUETTES / ANGLE ALL HENRI SELLIER;43.576893;1.440049;386;toulouse
233.0;00233 - NARBONNE - SAHUQUE;FACE 88 RTE DE NARBONNE STATION ESSO;43.566528;1.458648;387;toulouse
254.0;00254 - VESTREPAIN - LOT;RUE DU LOT / 100M AVANT LA RUE VESTREPAIN;43.583264;1.407055;388;toulouse
21.0;00021 - CARNOT - LABÉDA;63 BD LAZARE CARNOT;43.604079;1.450158;389;toulouse
62.0;00062 - JAURÈS - BONREPOS;81 ALLEE JEAN JAURES;43.609222;1.453542;390;toulouse
370.0;00370 - PLACE DES TIBAOUS;Face 11 et 13, rue Missak Manouchian;43.550424;1.386158;391;toulouse
244.0;00244 - RENAN - VITRY;93 RUE ERNEST RENAN ANGLE RUE VITRY;43.635856;1.443828;392;toulouse
24.0;00024 - PLACE SAINT-ÉTIENNE;14 PL SAINT-ETIENNE;43.600055;1.449273;393;toulouse
245.0;00245 - GRANDE BRETAGNE - BADIOU;103 BIS AV DE GRANDE BRETAGNE ANGLE RUE BADIOU;43.599732;1.415372;394;toulouse
196.0;00196 - PUJOL - GOUJON;6 RUE JEAN GOUJON;43.601719;1.458019;395;toulouse
281.0;00281 - JARDIN NIEL;FACE 80 RUE SAINT ROCH / ANGLE AC DU 14EME REGIMENT D'INFANTERIE;43.578687;1.446733;396;toulouse
260.0;00260 - FRONTON - DUCLOS;RUE LEONCE DUCLOS / ANGLE AV DE FRONTON FACE 26 IMP DU BARON;43.644963;1.433998;397;toulouse
228.0;00228 - FAC. DE PHARMACIE MÉTRO;FACE 35 CHEMIN DES MARAICHERS;43.568165;1.464353;398;toulouse
124.0;00124 - ÉGLISE DES MINIMES;27 AV DES MINIMES;43.618287;1.436857;399;toulouse
207.0;00207 - MAL CLABEL - AUDE;FACE 25 RUE DE L AUDE;43.583202;1.481757;400;toulouse
11.0;00011 - PLACE DE LA DAURADE;2 PL DE LA DAURADE;43.601888;1.440368;401;toulouse
319.0;00319 - RTE DE LAUNAGUET - DELBO;Rond-point, 50m avant 283, route de Launaguet;43.651318;1.438377;402;toulouse
186.0;00186 - DESBALS - BOUALAM;1 IMPASSE BACHAGA BOUALAM;43.579171;1.410939;403;toulouse
235.0;00235 - LA VACHE MÉTRO;FACE AU 8 RUE PAUL VERLAINE;43.633454;1.435519;404;toulouse
288.0;00288 - METZ - MARCHANDS;28 RUE DES MARCHANDS;43.600021;1.44293;405;toulouse
394.0;00394 - BAYONNE - FLAMBÈRE;73, route de Bayonne;43.608267;1.389792;406;toulouse
150.0;00150 - CURIE - CAMPISTRON;78 BD PIERRE ET MARIE CURIE;43.62563;1.439513;407;toulouse
252.0;00252 - CATELLAN - CAZENEUVE;RUE MARIE CLAIRE DE CATELLAN (10M AVANT LE PONT SNCF LE LONG DE LA PISTE CYCLABE);43.626914;1.444986;408;toulouse
184.0;00184 - MICHOUN - HYÈRES;70 CHEMIN MICHOUN;43.62724;1.469293;409;toulouse
271.0;00271 - ANCELY TRAMWAY;FACE 151 AV DES ARENES ROMAINES;43.619301;1.396986;410;toulouse
33.0;00033 - ST-BERNARD - BERALDI;11 RUE HENRI BERALDI;43.608605;1.4436;411;toulouse
402.0;00402 - GRYNFOGEL - GAILLARDIE;Face 130, Chemin de Gaillardie;43.579985;1.37018;412;toulouse
161.0;00161 - AV . DE RANGUEIL  - BEDOUCE;35 AV DE RANGUEIL;43.576773;1.454742;413;toulouse
172.0;00172 - NETWILLER - EBELOT;RD-PT DE L'ABBE LAFFORGUE ANGLE RUE HENRI EBELOT;43.642859;1.461124;414;toulouse
391.0;00391 - LARDENNE GARE;Face 10, chemin de Capelles;43.597343;1.383108;415;toulouse
120.0;00120 - BARCELONE - SANIÈRES;152 ALL DE BARCELONE;43.610343;1.420407;416;toulouse
268.0;00268 - PLACE JOSEPH BAYLAC;PL DU DR JOSEPH BAYLAC ANGLE AV DES ARENES ROMAINES;43.608597;1.397192;417;toulouse
4003.0;04003 - OCCITANE - MARCO POLO;Face 1202, rue L’Occitane – Labège (à côté de Hife Toulouse – résidence de coliving) – Labège;43.542949;1.508834;418;toulouse
217.0;00217 - AMOUROUX - ST-TROPEZ;42 CHEMIN AMOUROUX;43.629655;1.466259;419;toulouse
82.0;00082 - SÉJOURNÉ - PT DES CATALANS;1 AV PAUL SEJOURNE;43.605804;1.428054;420;toulouse
362.0;00362 - POUVOURVILLE - GOSCINNY;Chemin de Pouvourville, face rue de la Cocagne;43.550243;1.457515;421;toulouse
173.0;00173 - BOURGÈS-MAUNOURY - SÉGLA;25 AV MAURICE BOURGES MAUNOURY;43.633171;1.450638;422;toulouse
70.0;00070 - PLACE DU FER À CHEVAL;5 PLACE DU FER A CHEVAL;43.592366;1.434121;423;toulouse
141.0;00141 - FONTAINE LESTANG METRO;237 RUE HENRI DESBALS;43.587389;1.417918;424;toulouse
108.0;00108 - MARQUETTE - SÉBASTOPOL;40 RUE SEBASTOPOL;43.612279;1.428827;425;toulouse
2001.0;02001 - VELASQUEZ - TAMARIS;Entrée Airbus - Carrefour rue Velasquez – rue Tamaris - Blagnac;43.621004;1.390347;426;toulouse
85.0;00085 - BARCELONE - LECLERC;2 BD DU MARECHAL LECLERC;43.606847;1.430615;427;toulouse
331.0;00331 - LAVAUR - DALOU;41, rue Jules Dalou - Angle avenue Lavaur;43.622578;1.462668;428;toulouse
202.0;00202 - ST-EXUPÉRY - BUTTE;165 AV ANTOINE DE ST EXUPERY;43.581632;1.475865;429;toulouse
102.0;00102 -  MISTRAL - FLEURANCE;18 ALLEE FREDERIC MISTRAL;43.593567;1.453066;430;toulouse
143.0;00143 - DESBALS - SAINTONGE;PL GENEVIEVE ANTHONIOZ DE GAULLE / ANGLE RUE HENRY DESBALS;43.581384;1.413607;431;toulouse
412.0;00412 - PARC DE LA POUDRERIE;Face 8 et 9 chemin de la loge Ile du Ramier - Toulouse;43.576697;1.43429;432;toulouse
106.0;00106 - BRIENNE - DELORME;99 ALL DE BRIENNE;43.608424;1.423848;433;toulouse
30.0;00030 - PLACE ANATOLE FRANCE;40 PL ANATOLE FRANCE;43.606241;1.438341;434;toulouse
2004.0;02004 - GRENADE - GAUGUIN;Face 2, rue Claude Monet - Blagnac;43.641431;1.387603;435;toulouse
365.0;00365 - ESPAGNE - CURIEN;2, avenue Hubert Curien face entrée Pierre Fabre et IUCT;43.558038;1.426581;436;toulouse
170.0;00170 - ALBI - NICOL;FACE 163 CHE NICOL;43.635586;1.464289;437;toulouse
274.0;00274 - GALLIENI GARE;FACE 296 RTE DE SEYSSES / HALTE SNCF GALLIENI - CANCEROPOLE;43.573998;1.419495;438;toulouse
123.0;00123 - HOTEL DE POLICE;1 RUE DE CHAUSSAS;43.61497;1.432909;439;toulouse
6.0;00006 - LOIS - CAPITOLE;10 RUE DES LOIS;43.605161;1.442323;440;toulouse
213.0;00213 - PUJOL - CHAUBET;129 AV DE CASTRES;43.600704;1.467249;441;toulouse
257.0;00257 - CHÂT. DE L'HERS - FONTANELLES;CH DU CHATEAU DE L'HERS / ANGLE CH FONTANELLES;43.600712;1.48356;442;toulouse
3003.0;03003 - TOURNEFEUILLE  MAIRIE;"""Place de la mairie de Tournefeuille - face 69, rue Gaston Doumergue - Tournefeuille""";43.583665;1.346042;443;toulouse
9.0;00009 - ROQUEMAUREL - MAILLARD;RUE ROQUEMAUREL / ANGLE 3 RUE ANNE FRANCK;43.596069;1.410505;444;toulouse
389.0;00389 - EGLISE - LARDENNE;199, avenue de Lardenne;43.591193;1.384961;445;toulouse
332.0;00332 - PLACE ROSINE BET;4, place Rosine Bet;43.623355;1.467742;446;toulouse
97.0;00097 - BONREPOS - RAYMOND IV;FACE AU 66 RUE RAYMOND IV;43.612475;1.451558;447;toulouse
49.0;00049 - PLACE DU PONT-NEUF;DEVANT 12 PLACE DU PONT NEUF;43.599598;1.440942;448;toulouse
347.0;00347 - REVEL - ARMENTIÈRES;Face, 1 rue d'Armentières;43.573815;1.491081;449;toulouse
359.0;00359 - SALADE PONSAN - SAHUQUE;Face au 49, chemin salade Ponsan;43.563636;1.45531;450;toulouse
191.0;00191 - JARDIN DU PECH;395 ROUTE DE SAINT SIMON;43.590046;1.415246;451;toulouse
291.0;00291 - ÎLE DU RAMIER TRAMWAY;Carrefour pont Saint Michel  /  avenue du Grand Ramier, face Théâtre de verdure;43.592077;1.439829;452;toulouse
52.0;00052 - DUPORTAL - RAYMOND V;39 BD ARMAND DUPORTAL;43.608571;1.434762;453;toulouse
104.0;00104 - AV. DE MURET TRAMWAY;219 AV DE MURET;43.589126;1.431449;454;toulouse
19.0;00019 - CARNOT - PÉRI;1 RUE DES 7 TROUBADOURS;43.605571;1.449297;455;toulouse
13.0;00013 - LOIS - ESQUILE;1 RUE DE L ESQUILE;43.606146;1.44135;456;toulouse
129.0;00129 - CROIX DE PIERRE TRAMWAY;2 BD DEODAT DE SEVERAC;43.585732;1.427853;457;toulouse
287.0;00287 - STADE TOULOUSAIN;114 RUE DES TROENES / ANGLE STADE ERNEST WALLON;43.620607;1.415125;458;toulouse
2009.0;02009 - PLACE DU RELAIS TRAMWAY;Parking face 46, rue de Bûches - Blagnac;43.636972;1.39127;459;toulouse
212.0;00212 - CHIRAC - CHAUMIÈRE;RUE DE LA CHAUMIERE / 50 M APRES RD-PT DU CAPITAINE DREYFUS;43.6152;1.465444;460;toulouse
284.0;00284 - ATLANTA - AGDE;67 RTE D'AGDE / RD PT DAVID FREIMAN;43.627013;1.477098;461;toulouse
342.0;00342 - GLOIRE - CHIRAC;Face 2 bis, chemin de Pelleport;43.606975;1.473375;462;toulouse
323.0;00323 - RAYNAL - ALLIER;Face 81, chemin Raynal;43.631641;1.454852;463;toulouse
158.0;00158 - URSS - MARAN;57 AV DE L'URSS;43.580915;1.449198;464;toulouse
299.0;00299 - VOSGES - BEAUCE;66, rue de la Beauce;43.581868;1.419446;465;toulouse
356.0;00356 - PLACE NINA SIMONE;Route de Labège (quartier en construction);43.567293;1.500385;466;toulouse
327.0;00327 - ROSTAND - EIDENBENZ;32, 34 rue Edmond Rostand;43.644197;1.463566;467;toulouse
168.0;00168 - PLACE BILA;FACE 3 PL BILA;43.626597;1.458835;468;toulouse
363.0;00363 - NARRADE - FONDEVILLE;Face 37, chemin de Narrade - Pouvourville;43.549322;1.454015;469;toulouse
179.0;00179 - PLANA - CASSAING;5 CH CASSAING;43.616938;1.473616;470;toulouse
204.0;00204 - PLACE ROGER ARNAUD;PL ROGER ARNAUD;43.586859;1.463178;471;toulouse
398.0;00398 - MARTRE - CAULET;6, rue de Caulet - Carrefour rue de Caulet / rue Marius Tercé;43.606204;1.355664;472;toulouse
2013.0;02013 - ANDROMÈDE LYCÉE TRAMWAY;Face 18, boulevard Alain Savary et face Storting village - Blagnac;43.654817;1.375528;473;toulouse
249.0;00249 - ALBI - REINE;147 RTE D'ALBI;43.637842;1.464879;474;toulouse
312.0;00312 - BASE DE LOISIRS SESQUIÈRES;Lac de Sesquières  - Devant l'entrée Wam Park;43.651836;1.419854;475;toulouse
15.0;00015 - PORT ST-SAUVEUR - SEEL;FACE AU 5 PORT SAINT-SAUVEUR;43.596411;1.456584;476;toulouse
247.0;00247 - RTE DE LAUNAGUET - AUDIBERT;FACE 112 RTE DE LAUNAGUET;43.636446;1.438984;477;toulouse
134.0;00134 - EGLISE BONNEFOY;8 ALLEE DE L'EGLISE BONNEFOY;43.619031;1.456759;478;toulouse
76.0;00076 - RECLUSANE - PLACE OLIVIER;PLACE OLIVIER, DEVANT N°1 RUE  RECLUSANE;43.598478;1.434043;479;toulouse
112.0;00112 - BRANLY - PLACE RUSSELL;47 ALLEE BRANLY;43.585409;1.453014;480;toulouse
